TestProjectRampal_Endversion2	2.66166e-15	0	((((((2,2),2),2),2),2),2)	10	896
TestTwoDigitNewickRelease	2.66166e-15	0	((((((2,2),2),2),2),2),2)	10	896
TestProjectRampal_Endversion2	4.86659e-45	48	(((((((5,5),5),5),5),5),5),5)	10	3125000
TestTwoDigitNewickRelease	4.86659e-45	2	(((((((5,5),5),5),5),5),5),5)	10	3125000
TestProjectRampal_Endversion2	7.95526e-28	1	(((((((3,3),3),3),3),3),3),3)	10	52488
TestTwoDigitNewickRelease	7.95526e-28	0	(((((((3,3),3),3),3),3),3),3)	10	52488
TestProjectRampal_Endversion2	1.50701e-26	1	(((((((2,3),3),3),3),3),3),3)	10	34992
TestTwoDigitNewickRelease	1.50701e-26	0	(((((((2,3),3),3),3),3),3),3)	10	34992
TestProjectRampal_Endversion2	2.29203e-25	0	(((((((2,2),3),3),3),3),3),3)	10	23328
TestTwoDigitNewickRelease	2.29203e-25	0	(((((((2,2),3),3),3),3),3),3)	10	23328
TestProjectRampal_Endversion2	3.7932e-24	1	(((((((2,2),2),3),3),3),3),3)	10	15552
TestTwoDigitNewickRelease	3.7932e-24	0	(((((((2,2),2),3),3),3),3),3)	10	15552
TestProjectRampal_Endversion2	5.7835e-23	0	(((((((2,2),2),2),3),3),3),3)	10	10368
TestTwoDigitNewickRelease	5.7835e-23	0	(((((((2,2),2),2),3),3),3),3)	10	10368
TestProjectRampal_Endversion2	8.18699e-22	0	(((((((2,2),2),2),2),3),3),3)	10	6912
TestTwoDigitNewickRelease	8.18699e-22	0	(((((((2,2),2),2),2),3),3),3)	10	6912
TestProjectRampal_Endversion2	1.09617e-20	1	(((((((2,2),2),2),2),2),3),3)	10	4608
TestTwoDigitNewickRelease	1.09617e-20	0	(((((((2,2),2),2),2),2),3),3)	10	4608
TestProjectRampal_Endversion2	1.40905e-19	0	(((((((2,2),2),2),2),2),2),3)	10	3072
TestTwoDigitNewickRelease	1.40905e-19	0	(((((((2,2),2),2),2),2),2),3)	10	3072
TestProjectRampal_Endversion2	1.75415e-18	0	(((((((2,2),2),2),2),2),2),2)	10	2048
TestTwoDigitNewickRelease	1.75415e-18	0	(((((((2,2),2),2),2),2),2),2)	10	2048
TestProjectRampal_Endversion2	1.00738e-52	320	((((((((5,5),5),5),5),5),5),5),5)	10	17578125
TestTwoDigitNewickRelease	1.00738e-52	12	((((((((5,5),5),5),5),5),5),5),5)	10	17578125
TestProjectRampal_Endversion2	1.21889e-32	4	((((((((3,3),3),3),3),3),3),3),3)	10	177147
TestTwoDigitNewickRelease	1.21889e-32	0	((((((((3,3),3),3),3),3),3),3),3)	10	177147
TestProjectRampal_Endversion2	2.54374e-31	3	((((((((2,3),3),3),3),3),3),3),3)	10	118098
TestTwoDigitNewickRelease	2.54374e-31	0	((((((((2,3),3),3),3),3),3),3),3)	10	118098
TestProjectRampal_Endversion2	4.12913e-30	2	((((((((2,2),3),3),3),3),3),3),3)	10	78732
TestTwoDigitNewickRelease	4.12913e-30	0	((((((((2,2),3),3),3),3),3),3),3)	10	78732
TestProjectRampal_Endversion2	7.65623e-29	2	((((((((2,2),2),3),3),3),3),3),3)	10	52488
TestTwoDigitNewickRelease	7.65623e-29	0	((((((((2,2),2),3),3),3),3),3),3)	10	52488
TestProjectRampal_Endversion2	1.31836e-27	1	((((((((2,2),2),2),3),3),3),3),3)	10	34992
TestTwoDigitNewickRelease	1.31836e-27	0	((((((((2,2),2),2),3),3),3),3),3)	10	34992
TestProjectRampal_Endversion2	2.10152e-26	1	((((((((2,2),2),2),2),3),3),3),3)	10	23328
TestTwoDigitNewickRelease	2.10152e-26	0	((((((((2,2),2),2),2),3),3),3),3)	10	23328
TestProjectRampal_Endversion2	3.14722e-25	0	((((((((2,2),2),2),2),2),3),3),3)	10	15552
TestTwoDigitNewickRelease	3.14722e-25	1	((((((((2,2),2),2),2),2),3),3),3)	10	15552
TestProjectRampal_Endversion2	4.4918e-24	0	((((((((2,2),2),2),2),2),2),3),3)	10	10368
TestTwoDigitNewickRelease	4.4918e-24	0	((((((((2,2),2),2),2),2),2),3),3)	10	10368
TestProjectRampal_Endversion2	6.17986e-23	0	((((((((2,2),2),2),2),2),2),2),3)	10	6912
TestTwoDigitNewickRelease	6.17986e-23	0	((((((((2,2),2),2),2),2),2),2),3)	10	6912
TestProjectRampal_Endversion2	8.25436e-22	0	((((((((2,2),2),2),2),2),2),2),2)	10	4608
TestTwoDigitNewickRelease	8.25436e-22	0	((((((((2,2),2),2),2),2),2),2),2)	10	4608
TestProjectRampal_Endversion2	1.14556e-60	2087	(((((((((5,5),5),5),5),5),5),5),5),5)	10	97656250
TestTwoDigitNewickRelease	1.14556e-60	75	(((((((((5,5),5),5),5),5),5),5),5),5)	10	97656250
TestProjectRampal_Endversion2	2.88918e-36	13	(((((((((2,3),3),3),3),3),3),3),3),3)	10	393660
TestTwoDigitNewickRelease	2.88918e-36	0	(((((((((2,3),3),3),3),3),3),3),3),3)	10	393660
TestProjectRampal_Endversion2	4.93661e-35	8	(((((((((2,2),3),3),3),3),3),3),3),3)	10	262440
TestTwoDigitNewickRelease	4.93661e-35	0	(((((((((2,2),3),3),3),3),3),3),3),3)	10	262440
TestProjectRampal_Endversion2	1.01483e-33	6	(((((((((2,2),2),3),3),3),3),3),3),3)	10	174960
TestTwoDigitNewickRelease	1.01483e-33	1	(((((((((2,2),2),3),3),3),3),3),3),3)	10	174960
TestProjectRampal_Endversion2	1.95763e-32	4	(((((((((2,2),2),2),3),3),3),3),3),3)	10	116640
TestTwoDigitNewickRelease	1.95763e-32	0	(((((((((2,2),2),2),3),3),3),3),3),3)	10	116640
TestProjectRampal_Endversion2	3.49543e-31	3	(((((((((2,2),2),2),2),3),3),3),3),3)	10	77760
TestTwoDigitNewickRelease	3.49543e-31	0	(((((((((2,2),2),2),2),3),3),3),3),3)	10	77760
TestProjectRampal_Endversion2	5.8418e-30	2	(((((((((2,2),2),2),2),2),3),3),3),3)	10	51840
TestTwoDigitNewickRelease	5.8418e-30	0	(((((((((2,2),2),2),2),2),3),3),3),3)	10	51840
TestProjectRampal_Endversion2	9.25045e-29	1	(((((((((2,2),2),2),2),2),2),3),3),3)	10	34560
TestTwoDigitNewickRelease	9.25045e-29	0	(((((((((2,2),2),2),2),2),2),3),3),3)	10	34560
TestProjectRampal_Endversion2	1.40317e-27	1	(((((((((2,2),2),2),2),2),2),2),3),3)	10	23040
TestTwoDigitNewickRelease	1.40317e-27	0	(((((((((2,2),2),2),2),2),2),2),3),3)	10	23040
TestProjectRampal_Endversion2	2.93541e-25	0	(((((((((2,2),2),2),2),2),2),2),2),2)	10	10240
TestTwoDigitNewickRelease	2.93541e-25	0	(((((((((2,2),2),2),2),2),2),2),2),2)	10	10240
TestProjectRampal_Endversion2	4.14754e-40	31	((((((((((2,2),3),3),3),3),3),3),3),3),3)	10	866052
TestTwoDigitNewickRelease	4.14754e-40	1	((((((((((2,2),3),3),3),3),3),3),3),3),3)	10	866052
TestProjectRampal_Endversion2	9.36675e-39	23	((((((((((2,2),2),3),3),3),3),3),3),3),3)	10	577368
TestTwoDigitNewickRelease	9.36675e-39	1	((((((((((2,2),2),3),3),3),3),3),3),3),3)	10	577368
TestProjectRampal_Endversion2	2.00731e-37	16	((((((((((2,2),2),2),3),3),3),3),3),3),3)	10	384912
TestTwoDigitNewickRelease	2.00731e-37	0	((((((((((2,2),2),2),3),3),3),3),3),3),3)	10	384912
TestProjectRampal_Endversion2	3.98673e-36	11	((((((((((2,2),2),2),2),3),3),3),3),3),3)	10	256608
TestTwoDigitNewickRelease	3.98673e-36	1	((((((((((2,2),2),2),2),3),3),3),3),3),3)	10	256608
TestProjectRampal_Endversion2	7.40082e-35	7	((((((((((2,2),2),2),2),2),3),3),3),3),3)	10	171072
TestTwoDigitNewickRelease	7.40082e-35	0	((((((((((2,2),2),2),2),2),3),3),3),3),3)	10	171072
TestProjectRampal_Endversion2	1.29751e-33	4	((((((((((2,2),2),2),2),2),2),3),3),3),3)	10	114048
TestTwoDigitNewickRelease	1.29751e-33	1	((((((((((2,2),2),2),2),2),2),3),3),3),3)	10	114048
TestProjectRampal_Endversion2	2.16857e-32	2	((((((((((2,2),2),2),2),2),2),2),3),3),3)	10	76032
TestTwoDigitNewickRelease	2.16857e-32	1	((((((((((2,2),2),2),2),2),2),2),3),3),3)	10	76032
TestProjectRampal_Endversion2	8.23525e-29	0	((((((((((2,2),2),2),2),2),2),2),2),2),2)	10	22528
TestTwoDigitNewickRelease	8.23525e-29	0	((((((((((2,2),2),2),2),2),2),2),2),2),2)	10	22528
TestProjectRampal_Endversion2	3.25954e-41	41	(((((((((((2,2),2),2),2),3),3),3),3),3),3),3)	10	839808
TestTwoDigitNewickRelease	3.25954e-41	1	(((((((((((2,2),2),2),2),3),3),3),3),3),3),3)	10	839808
TestProjectRampal_Endversion2	6.67768e-40	27	(((((((((((2,2),2),2),2),2),3),3),3),3),3),3)	10	559872
TestTwoDigitNewickRelease	6.67768e-40	1	(((((((((((2,2),2),2),2),2),3),3),3),3),3),3)	10	559872
TestProjectRampal_Endversion2	1.29039e-38	17	(((((((((((2,2),2),2),2),2),2),3),3),3),3),3)	10	373248
TestTwoDigitNewickRelease	1.29039e-38	1	(((((((((((2,2),2),2),2),2),2),3),3),3),3),3)	10	373248
TestProjectRampal_Endversion2	2.37113e-37	11	(((((((((((2,2),2),2),2),2),2),2),3),3),3),3)	10	248832
TestTwoDigitNewickRelease	2.37113e-37	1	(((((((((((2,2),2),2),2),2),2),2),3),3),3),3)	10	248832
TestProjectRampal_Endversion2	1.87735e-32	2	(((((((((((2,2),2),2),2),2),2),2),2),2),2),2)	10	49152
TestTwoDigitNewickRelease	1.87735e-32	0	(((((((((((2,2),2),2),2),2),2),2),2),2),2),2)	10	49152
TestProjectRampal_Endversion2	1.8879e-42	42	((((((((((((2,2),2),2),2),2),2),2),3),3),3),3),3)	10	808704
TestTwoDigitNewickRelease	1.8879e-42	1	((((((((((((2,2),2),2),2),2),2),2),3),3),3),3),3)	10	808704
TestProjectRampal_Endversion2	3.54371e-36	5	((((((((((((2,2),2),2),2),2),2),2),2),2),2),2),2)	10	106496
TestTwoDigitNewickRelease	3.54371e-36	0	((((((((((((2,2),2),2),2),2),2),2),2),2),2),2),2)	10	106496
TestProjectRampal_Endversion2	5.60561e-40	12	(((((((((((((2,2),2),2),2),2),2),2),2),2),2),2),2),2)	10	229376
TestTwoDigitNewickRelease	5.60561e-40	0	(((((((((((((2,2),2),2),2),2),2),2),2),2),2),2),2),2)	10	229376
TestProjectRampal_Endversion2	7.49429e-44	28	((((((((((((((2,2),2),2),2),2),2),2),2),2),2),2),2),2),2)	10	491520
TestTwoDigitNewickRelease	7.49429e-44	0	((((((((((((((2,2),2),2),2),2),2),2),2),2),2),2),2),2),2)	10	491520
