((((3,3),3),3),3)	10	NewickVector	1.04178e-14	0
((((3,3),3),3),3)	10	TwoDigitNewick	1.04178e-14	0
((((2,3),3),3),3)	10	NewickVector	1.34891e-13	0
((((2,3),3),3),3)	10	TwoDigitNewick	1.34891e-13	0
((((2,2),3),3),3)	10	NewickVector	1.52424e-12	0
((((2,2),3),3),3)	10	TwoDigitNewick	1.52424e-12	0
((((2,2),2),3),3)	10	NewickVector	1.67494e-11	0
((((2,2),2),3),3)	10	TwoDigitNewick	1.67494e-11	0
((((2,2),2),2),3)	10	NewickVector	1.70858e-10	0
((((2,2),2),2),3)	10	TwoDigitNewick	1.70858e-10	0
((((2,2),2),2),2)	10	NewickVector	1.66197e-09	0
((((2,2),2),2),2)	10	TwoDigitNewick	1.66197e-09	0
(((((5,5),5),5),5),5)	10	NewickVector	1.28288e-30	0.17
(((((5,5),5),5),5),5)	10	TwoDigitNewick	1.28288e-30	0.06
(((((3,3),3),3),3),3)	10	NewickVector	8.05661e-19	0.01
(((((3,3),3),3),3),3)	10	TwoDigitNewick	8.05661e-19	0
(((((2,3),3),3),3),3)	10	NewickVector	1.20422e-17	0
(((((2,3),3),3),3),3)	10	TwoDigitNewick	1.20422e-17	0
(((((2,2),3),3),3),3)	10	NewickVector	1.52991e-16	0
(((((2,2),3),3),3),3)	10	TwoDigitNewick	1.52991e-16	0
(((((2,2),2),3),3),3)	10	NewickVector	1.94894e-15	0
(((((2,2),2),3),3),3)	10	TwoDigitNewick	1.94894e-15	0
(((((2,2),2),2),3),3)	10	NewickVector	2.28426e-14	0
(((((2,2),2),2),3),3)	10	TwoDigitNewick	2.28426e-14	0
(((((2,2),2),2),2),3)	10	NewickVector	2.52818e-13	0
(((((2,2),2),2),2),3)	10	TwoDigitNewick	2.52818e-13	0
(((((2,2),2),2),2),2)	10	NewickVector	2.68866e-12	0
(((((2,2),2),2),2),2)	10	TwoDigitNewick	2.68866e-12	0
((((((5,5),5),5),5),5),5)	10	NewickVector	1.1798e-37	1.23
((((((5,5),5),5),5),5),5)	10	TwoDigitNewick	1.1798e-37	0.36
((((((3,3),3),3),3),3),3)	10	NewickVector	3.30594e-23	0.03
((((((3,3),3),3),3),3),3)	10	TwoDigitNewick	3.30594e-23	0.01
((((((2,3),3),3),3),3),3)	10	NewickVector	5.60673e-22	0.03
((((((2,3),3),3),3),3),3)	10	TwoDigitNewick	5.60673e-22	0.01
((((((2,2),3),3),3),3),3)	10	NewickVector	7.86212e-21	0.02
((((((2,2),3),3),3),3),3)	10	TwoDigitNewick	7.86212e-21	0
((((((2,2),2),3),3),3),3)	10	NewickVector	1.1482e-19	0.01
((((((2,2),2),3),3),3),3)	10	TwoDigitNewick	1.1482e-19	0.01
((((((2,2),2),2),3),3),3)	10	NewickVector	1.5392e-18	0
((((((2,2),2),2),3),3),3)	10	TwoDigitNewick	1.5392e-18	0.01
((((((2,2),2),2),2),3),3)	10	NewickVector	1.92877e-17	0
((((((2,2),2),2),2),3),3)	10	TwoDigitNewick	1.92877e-17	0
((((((2,2),2),2),2),2),3)	10	NewickVector	2.30606e-16	0
((((((2,2),2),2),2),2),3)	10	TwoDigitNewick	2.30606e-16	0
((((((2,2),2),2),2),2),2)	10	NewickVector	2.66166e-15	0
((((((2,2),2),2),2),2),2)	10	TwoDigitNewick	2.66166e-15	0
(((((((5,5),5),5),5),5),5),5)	10	NewickVector	4.86659e-45	7.58
(((((((5,5),5),5),5),5),5),5)	10	TwoDigitNewick	4.86659e-45	2.16
(((((((3,3),3),3),3),3),3),3)	10	NewickVector	7.95526e-28	0.14
(((((((3,3),3),3),3),3),3),3)	10	TwoDigitNewick	7.95526e-28	0.03
(((((((2,3),3),3),3),3),3),3)	10	NewickVector	1.50701e-26	0.11
(((((((2,3),3),3),3),3),3),3)	10	TwoDigitNewick	1.50701e-26	0.03
(((((((2,2),3),3),3),3),3),3)	10	NewickVector	2.29203e-25	0.07
(((((((2,2),3),3),3),3),3),3)	10	TwoDigitNewick	2.29203e-25	0.02
(((((((2,2),2),3),3),3),3),3)	10	NewickVector	3.7932e-24	0.05
(((((((2,2),2),3),3),3),3),3)	10	TwoDigitNewick	3.7932e-24	0.02
(((((((2,2),2),2),3),3),3),3)	10	NewickVector	5.7835e-23	0.03
(((((((2,2),2),2),3),3),3),3)	10	TwoDigitNewick	5.7835e-23	0.01
(((((((2,2),2),2),2),3),3),3)	10	NewickVector	8.18699e-22	0.02
(((((((2,2),2),2),2),3),3),3)	10	TwoDigitNewick	8.18699e-22	0.01
(((((((2,2),2),2),2),2),3),3)	10	NewickVector	1.09617e-20	0.02
(((((((2,2),2),2),2),2),3),3)	10	TwoDigitNewick	1.09617e-20	0.01
(((((((2,2),2),2),2),2),2),3)	10	NewickVector	1.40905e-19	0
(((((((2,2),2),2),2),2),2),3)	10	TwoDigitNewick	1.40905e-19	0.01
(((((((2,2),2),2),2),2),2),2)	10	NewickVector	1.75415e-18	0.01
(((((((2,2),2),2),2),2),2),2)	10	TwoDigitNewick	1.75415e-18	0
((((((((5,5),5),5),5),5),5),5),5)	10	NewickVector	1.00738e-52	46.88
((((((((5,5),5),5),5),5),5),5),5)	10	TwoDigitNewick	1.00738e-52	12.5
((((((((3,3),3),3),3),3),3),3),3)	10	NewickVector	1.21889e-32	0.47
((((((((3,3),3),3),3),3),3),3),3)	10	TwoDigitNewick	1.21889e-32	0.11
((((((((2,3),3),3),3),3),3),3),3)	10	NewickVector	2.54374e-31	0.38
((((((((2,3),3),3),3),3),3),3),3)	10	TwoDigitNewick	2.54374e-31	0.1
((((((((2,2),3),3),3),3),3),3),3)	10	NewickVector	4.12913e-30	0.28
((((((((2,2),3),3),3),3),3),3),3)	10	TwoDigitNewick	4.12913e-30	0.06
((((((((2,2),2),3),3),3),3),3),3)	10	NewickVector	7.65623e-29	0.2
((((((((2,2),2),3),3),3),3),3),3)	10	TwoDigitNewick	7.65623e-29	0.04
((((((((2,2),2),2),3),3),3),3),3)	10	NewickVector	1.31836e-27	0.13
((((((((2,2),2),2),3),3),3),3),3)	10	TwoDigitNewick	1.31836e-27	0.04
((((((((2,2),2),2),2),3),3),3),3)	10	NewickVector	2.10152e-26	0.08
((((((((2,2),2),2),2),3),3),3),3)	10	TwoDigitNewick	2.10152e-26	0.02
((((((((2,2),2),2),2),2),3),3),3)	10	NewickVector	3.14722e-25	0.05
((((((((2,2),2),2),2),2),3),3),3)	10	TwoDigitNewick	3.14722e-25	0.02
((((((((2,2),2),2),2),2),2),3),3)	10	NewickVector	4.4918e-24	0.04
((((((((2,2),2),2),2),2),2),3),3)	10	TwoDigitNewick	4.4918e-24	0
((((((((2,2),2),2),2),2),2),2),3)	10	NewickVector	6.17986e-23	0.02
((((((((2,2),2),2),2),2),2),2),3)	10	TwoDigitNewick	6.17986e-23	0.01
((((((((2,2),2),2),2),2),2),2),2)	10	NewickVector	8.25436e-22	0.01
((((((((2,2),2),2),2),2),2),2),2)	10	TwoDigitNewick	8.25436e-22	0
(((((((((5,5),5),5),5),5),5),5),5),5)	10	NewickVector	1.14556e-60	292.08
(((((((((5,5),5),5),5),5),5),5),5),5)	10	TwoDigitNewick	1.14556e-60	78.55
(((((((((2,3),3),3),3),3),3),3),3),3)	10	NewickVector	2.88918e-36	1.44
(((((((((2,3),3),3),3),3),3),3),3),3)	10	TwoDigitNewick	2.88918e-36	0.38
(((((((((2,2),3),3),3),3),3),3),3),3)	10	NewickVector	4.93661e-35	1.03
(((((((((2,2),3),3),3),3),3),3),3),3)	10	TwoDigitNewick	4.93661e-35	0.24
(((((((((2,2),2),3),3),3),3),3),3),3)	10	NewickVector	1.01483e-33	0.75
(((((((((2,2),2),3),3),3),3),3),3),3)	10	TwoDigitNewick	1.01483e-33	0.18
(((((((((2,2),2),2),3),3),3),3),3),3)	10	NewickVector	1.95763e-32	0.52
(((((((((2,2),2),2),3),3),3),3),3),3)	10	TwoDigitNewick	1.95763e-32	0.14
(((((((((2,2),2),2),2),3),3),3),3),3)	10	NewickVector	3.49543e-31	0.34
(((((((((2,2),2),2),2),3),3),3),3),3)	10	TwoDigitNewick	3.49543e-31	0.1
(((((((((2,2),2),2),2),2),3),3),3),3)	10	NewickVector	5.8418e-30	0.22
(((((((((2,2),2),2),2),2),3),3),3),3)	10	TwoDigitNewick	5.8418e-30	0.06
(((((((((2,2),2),2),2),2),2),3),3),3)	10	NewickVector	9.25045e-29	0.16
(((((((((2,2),2),2),2),2),2),3),3),3)	10	TwoDigitNewick	9.25045e-29	0.04
(((((((((2,2),2),2),2),2),2),2),3),3)	10	NewickVector	1.40317e-27	0.09
(((((((((2,2),2),2),2),2),2),2),3),3)	10	TwoDigitNewick	1.40317e-27	0.03
(((((((((2,2),2),2),2),2),2),2),2),2)	10	NewickVector	2.93541e-25	0.03
(((((((((2,2),2),2),2),2),2),2),2),2)	10	TwoDigitNewick	2.93541e-25	0.01
((((((((((2,2),3),3),3),3),3),3),3),3),3)	10	NewickVector	4.14754e-40	3.59
((((((((((2,2),3),3),3),3),3),3),3),3),3)	10	TwoDigitNewick	4.14754e-40	0.83
((((((((((2,2),2),3),3),3),3),3),3),3),3)	10	NewickVector	9.36675e-39	2.62
((((((((((2,2),2),3),3),3),3),3),3),3),3)	10	TwoDigitNewick	9.36675e-39	0.65
((((((((((2,2),2),2),3),3),3),3),3),3),3)	10	NewickVector	2.00731e-37	1.8
((((((((((2,2),2),2),3),3),3),3),3),3),3)	10	TwoDigitNewick	2.00731e-37	0.5
((((((((((2,2),2),2),2),3),3),3),3),3),3)	10	NewickVector	3.98673e-36	1.2
((((((((((2,2),2),2),2),3),3),3),3),3),3)	10	TwoDigitNewick	3.98673e-36	0.33
((((((((((2,2),2),2),2),2),3),3),3),3),3)	10	NewickVector	7.40082e-35	0.78
((((((((((2,2),2),2),2),2),3),3),3),3),3)	10	TwoDigitNewick	7.40082e-35	0.23
((((((((((2,2),2),2),2),2),2),3),3),3),3)	10	NewickVector	1.29751e-33	0.52
((((((((((2,2),2),2),2),2),2),3),3),3),3)	10	TwoDigitNewick	1.29751e-33	0.14
((((((((((2,2),2),2),2),2),2),2),3),3),3)	10	NewickVector	2.16857e-32	0.33
((((((((((2,2),2),2),2),2),2),2),3),3),3)	10	TwoDigitNewick	2.16857e-32	0.08
((((((((((2,2),2),2),2),2),2),2),2),2),2)	10	NewickVector	8.23525e-29	0.09
((((((((((2,2),2),2),2),2),2),2),2),2),2)	10	TwoDigitNewick	8.23525e-29	0.01
(((((((((((2,2),2),2),2),3),3),3),3),3),3),3)	10	NewickVector	3.25954e-41	4.25
(((((((((((2,2),2),2),2),3),3),3),3),3),3),3)	10	TwoDigitNewick	3.25954e-41	1.15
(((((((((((2,2),2),2),2),2),3),3),3),3),3),3)	10	NewickVector	6.67768e-40	2.74
(((((((((((2,2),2),2),2),2),3),3),3),3),3),3)	10	TwoDigitNewick	6.67768e-40	0.75
(((((((((((2,2),2),2),2),2),2),3),3),3),3),3)	10	NewickVector	1.29039e-38	1.8
(((((((((((2,2),2),2),2),2),2),3),3),3),3),3)	10	TwoDigitNewick	1.29039e-38	0.49
(((((((((((2,2),2),2),2),2),2),2),3),3),3),3)	10	NewickVector	2.37113e-37	1.18
(((((((((((2,2),2),2),2),2),2),2),3),3),3),3)	10	TwoDigitNewick	2.37113e-37	0.31
(((((((((((2,2),2),2),2),2),2),2),2),2),2),2)	10	NewickVector	1.87735e-32	0.21
(((((((((((2,2),2),2),2),2),2),2),2),2),2),2)	10	TwoDigitNewick	1.87735e-32	0.05
((((((((((((2,2),2),2),2),2),2),2),3),3),3),3),3)	10	NewickVector	1.8879e-42	4.19
((((((((((((2,2),2),2),2),2),2),2),3),3),3),3),3)	10	TwoDigitNewick	1.8879e-42	1.11
((((((((((((2,2),2),2),2),2),2),2),2),2),2),2),2)	10	NewickVector	3.54371e-36	0.48
((((((((((((2,2),2),2),2),2),2),2),2),2),2),2),2)	10	TwoDigitNewick	3.54371e-36	0.1
(((((((((((((2,2),2),2),2),2),2),2),2),2),2),2),2),2)	10	NewickVector	5.60561e-40	1.08
(((((((((((((2,2),2),2),2),2),2),2),2),2),2),2),2),2)	10	TwoDigitNewick	5.60561e-40	0.23
((((((((((((((2,2),2),2),2),2),2),2),2),2),2),2),2),2),2)	10	NewickVector	7.49429e-44	2.43
((((((((((((((2,2),2),2),2),2),2),2),2),2),2),2),2),2),2)	10	TwoDigitNewick	7.49429e-44	0.5
